Sector,Level,Salary
Pesquisa e Desenvolvimento,Entry,48270
Pesquisa e Desenvolvimento,Mid,82282
Pesquisa e Desenvolvimento,Senior,158220
Pesquisa e Desenvolvimento,Entry,55613
Pesquisa e Desenvolvimento,Mid,79008
Pesquisa e Desenvolvimento,Senior,137999
Pesquisa e Desenvolvimento,Entry,42968
Pesquisa e Desenvolvimento,Mid,68630
Pesquisa e Desenvolvimento,Senior,141617
Pesquisa e Desenvolvimento,Entry,51205
Pesquisa e Desenvolvimento,Mid,78046
Pesquisa e Desenvolvimento,Senior,134747
Pesquisa e Desenvolvimento,Entry,50579
Pesquisa e Desenvolvimento,Mid,76468
Pesquisa e Desenvolvimento,Senior,162004
Pesquisa e Desenvolvimento,Entry,55759
Pesquisa e Desenvolvimento,Mid,67528
Pesquisa e Desenvolvimento,Senior,115417
Pesquisa e Desenvolvimento,Entry,43360
Pesquisa e Desenvolvimento,Mid,75335
Pesquisa e Desenvolvimento,Senior,148254
Pesquisa e Desenvolvimento,Entry,52551
Pesquisa e Desenvolvimento,Mid,75025
Pesquisa e Desenvolvimento,Senior,157042
Pesquisa e Desenvolvimento,Entry,47660
Pesquisa e Desenvolvimento,Mid,72751
Pesquisa e Desenvolvimento,Senior,160472
Pesquisa e Desenvolvimento,Entry,50955
Pesquisa e Desenvolvimento,Mid,80225
Pesquisa e Desenvolvimento,Senior,142357
Pesquisa e Desenvolvimento,Entry,48414
Pesquisa e Desenvolvimento,Mid,81498
Pesquisa e Desenvolvimento,Senior,166842
Pesquisa e Desenvolvimento,Entry,42746
Pesquisa e Desenvolvimento,Mid,81841
Pesquisa e Desenvolvimento,Senior,158230
Pesquisa e Desenvolvimento,Entry,44857
Pesquisa e Desenvolvimento,Mid,77687
Pesquisa e Desenvolvimento,Senior,147019
Pesquisa e Desenvolvimento,Entry,43700
Pesquisa e Desenvolvimento,Mid,73838
Pesquisa e Desenvolvimento,Senior,165980
Pesquisa e Desenvolvimento,Entry,54623
Pesquisa e Desenvolvimento,Mid,76359
Pesquisa e Desenvolvimento,Senior,123329
Pesquisa e Desenvolvimento,Entry,49736
Pesquisa e Desenvolvimento,Mid,83521
Pesquisa e Desenvolvimento,Senior,126750
Pesquisa e Desenvolvimento,Entry,47469
Pesquisa e Desenvolvimento,Mid,76831
Pesquisa e Desenvolvimento,Senior,135356
Pesquisa e Desenvolvimento,Entry,50517
Pesquisa e Desenvolvimento,Mid,69803
Pesquisa e Desenvolvimento,Senior,138245
Pesquisa e Desenvolvimento,Entry,42355
Pesquisa e Desenvolvimento,Mid,71190
Pesquisa e Desenvolvimento,Senior,109756
Pesquisa e Desenvolvimento,Entry,42803
Pesquisa e Desenvolvimento,Mid,71695
Pesquisa e Desenvolvimento,Senior,155257
Pesquisa e Desenvolvimento,Entry,52565
Pesquisa e Desenvolvimento,Mid,67278
Pesquisa e Desenvolvimento,Senior,130467
Pesquisa e Desenvolvimento,Entry,50231
Pesquisa e Desenvolvimento,Mid,78163
Pesquisa e Desenvolvimento,Senior,116993
Pesquisa e Desenvolvimento,Entry,44315
Pesquisa e Desenvolvimento,Mid,78111
Pesquisa e Desenvolvimento,Senior,121050
Pesquisa e Desenvolvimento,Entry,48508
Pesquisa e Desenvolvimento,Mid,69707
Pesquisa e Desenvolvimento,Senior,157828
Pesquisa e Desenvolvimento,Entry,44649
Pesquisa e Desenvolvimento,Mid,70489
Pesquisa e Desenvolvimento,Senior,123892
Pesquisa e Desenvolvimento,Entry,53847
Pesquisa e Desenvolvimento,Mid,83896
Pesquisa e Desenvolvimento,Senior,116819
Pesquisa e Desenvolvimento,Entry,42542
Pesquisa e Desenvolvimento,Mid,80409
Pesquisa e Desenvolvimento,Senior,130422
Pesquisa e Desenvolvimento,Entry,48854
Pesquisa e Desenvolvimento,Mid,78079
Pesquisa e Desenvolvimento,Senior,129717
Pesquisa e Desenvolvimento,Entry,50809
Pesquisa e Desenvolvimento,Mid,74598
Pesquisa e Desenvolvimento,Senior,113526
Pesquisa e Desenvolvimento,Entry,49187
Pesquisa e Desenvolvimento,Mid,70110
Pesquisa e Desenvolvimento,Senior,140928
Pesquisa e Desenvolvimento,Entry,53581
Pesquisa e Desenvolvimento,Mid,72575
Pesquisa e Desenvolvimento,Senior,119013
Pesquisa e Desenvolvimento,Entry,54454
Pesquisa e Desenvolvimento,Mid,81753
Pesquisa e Desenvolvimento,Senior,150265
Pesquisa e Desenvolvimento,Entry,40955
Pesquisa e Desenvolvimento,Mid,73074
Pesquisa e Desenvolvimento,Senior,167924
Pesquisa e Desenvolvimento,Entry,48368
Pesquisa e Desenvolvimento,Mid,81593
Pesquisa e Desenvolvimento,Senior,135304
Pesquisa e Desenvolvimento,Entry,51158
Pesquisa e Desenvolvimento,Mid,70637
Pesquisa e Desenvolvimento,Senior,131758
Pesquisa e Desenvolvimento,Entry,44696
Pesquisa e Desenvolvimento,Mid,83929
Pesquisa e Desenvolvimento,Senior,156182
Pesquisa e Desenvolvimento,Entry,41778
Pesquisa e Desenvolvimento,Mid,69311
Pesquisa e Desenvolvimento,Senior,135420
Pesquisa e Desenvolvimento,Entry,43547
Pesquisa e Desenvolvimento,Mid,67721
Pesquisa e Desenvolvimento,Senior,147972
Pesquisa e Desenvolvimento,Entry,43602
Pesquisa e Desenvolvimento,Mid,70731
Pesquisa e Desenvolvimento,Senior,116132
Pesquisa e Desenvolvimento,Entry,48891
Pesquisa e Desenvolvimento,Mid,76901
Pesquisa e Desenvolvimento,Senior,119750
Pesquisa e Desenvolvimento,Entry,47870
Pesquisa e Desenvolvimento,Mid,72418
Pesquisa e Desenvolvimento,Senior,111896
Pesquisa e Desenvolvimento,Entry,50439
Pesquisa e Desenvolvimento,Mid,73871
Pesquisa e Desenvolvimento,Senior,162928
Pesquisa e Desenvolvimento,Entry,40503
Pesquisa e Desenvolvimento,Mid,75624
Pesquisa e Desenvolvimento,Senior,140425
Pesquisa e Desenvolvimento,Entry,54530
Pesquisa e Desenvolvimento,Mid,78136
Pesquisa e Desenvolvimento,Senior,150363
Pesquisa e Desenvolvimento,Entry,41106
Pesquisa e Desenvolvimento,Mid,79550
Pesquisa e Desenvolvimento,Senior,130571
Pesquisa e Desenvolvimento,Entry,49796
Pesquisa e Desenvolvimento,Mid,74462
Pesquisa e Desenvolvimento,Senior,145636
Pesquisa e Desenvolvimento,Entry,40188
Pesquisa e Desenvolvimento,Mid,76022
Pesquisa e Desenvolvimento,Senior,111978
Pesquisa e Desenvolvimento,Entry,52250
Pesquisa e Desenvolvimento,Mid,77382
Pesquisa e Desenvolvimento,Senior,138909
Pesquisa e Desenvolvimento,Entry,46172
Pesquisa e Desenvolvimento,Mid,83373
Pesquisa e Desenvolvimento,Senior,147215
Pesquisa e Desenvolvimento,Entry,52669
Pesquisa e Desenvolvimento,Mid,78452
Pesquisa e Desenvolvimento,Senior,165321
Pesquisa e Desenvolvimento,Entry,46268
Pesquisa e Desenvolvimento,Mid,82854
Pesquisa e Desenvolvimento,Senior,111200
Pesquisa e Desenvolvimento,Entry,50875
Pesquisa e Desenvolvimento,Mid,76866
Pesquisa e Desenvolvimento,Senior,163914
Pesquisa e Desenvolvimento,Entry,46294
Pesquisa e Desenvolvimento,Mid,78413
Pesquisa e Desenvolvimento,Senior,163632
Pesquisa e Desenvolvimento,Entry,47816
Pesquisa e Desenvolvimento,Mid,68701
Pesquisa e Desenvolvimento,Senior,138549
Pesquisa e Desenvolvimento,Entry,48928
Pesquisa e Desenvolvimento,Mid,69575
Pesquisa e Desenvolvimento,Senior,137510
Pesquisa e Desenvolvimento,Entry,53287
Pesquisa e Desenvolvimento,Mid,77017
Pesquisa e Desenvolvimento,Senior,132255
Pesquisa e Desenvolvimento,Entry,49244
Pesquisa e Desenvolvimento,Mid,75438
Pesquisa e Desenvolvimento,Senior,144431
Pesquisa e Desenvolvimento,Entry,40597
Pesquisa e Desenvolvimento,Mid,70990
Pesquisa e Desenvolvimento,Senior,166809
Pesquisa e Desenvolvimento,Entry,42821
Pesquisa e Desenvolvimento,Mid,81028
Pesquisa e Desenvolvimento,Senior,161508
Pesquisa e Desenvolvimento,Entry,40176
Pesquisa e Desenvolvimento,Mid,72993
Pesquisa e Desenvolvimento,Senior,148454
Pesquisa e Desenvolvimento,Entry,49661
Pesquisa e Desenvolvimento,Mid,73854
Pesquisa e Desenvolvimento,Senior,152419
Pesquisa e Desenvolvimento,Entry,46221
Pesquisa e Desenvolvimento,Mid,67674
Pesquisa e Desenvolvimento,Senior,121047
Pesquisa e Desenvolvimento,Entry,47248
Pesquisa e Desenvolvimento,Mid,75027
Pesquisa e Desenvolvimento,Senior,138329
Pesquisa e Desenvolvimento,Entry,46318
Pesquisa e Desenvolvimento,Mid,79892
Pesquisa e Desenvolvimento,Senior,137368
Pesquisa e Desenvolvimento,Entry,44085
Pesquisa e Desenvolvimento,Mid,76967
Pesquisa e Desenvolvimento,Senior,164762
Pesquisa e Desenvolvimento,Entry,54757
Pesquisa e Desenvolvimento,Mid,71815
Pesquisa e Desenvolvimento,Senior,135294
Pesquisa e Desenvolvimento,Entry,52149
Pesquisa e Desenvolvimento,Mid,71474
Pesquisa e Desenvolvimento,Senior,115977
Pesquisa e Desenvolvimento,Entry,44712
Pesquisa e Desenvolvimento,Mid,70813
Pesquisa e Desenvolvimento,Senior,113312
Pesquisa e Desenvolvimento,Entry,47905
Pesquisa e Desenvolvimento,Mid,73094
Pesquisa e Desenvolvimento,Senior,131720
Pesquisa e Desenvolvimento,Entry,53867
Pesquisa e Desenvolvimento,Mid,74533
Pesquisa e Desenvolvimento,Senior,159813
Pesquisa e Desenvolvimento,Entry,48254
Pesquisa e Desenvolvimento,Mid,68640
Pesquisa e Desenvolvimento,Senior,112306
Pesquisa e Desenvolvimento,Entry,42987
Pesquisa e Desenvolvimento,Mid,73229
Pesquisa e Desenvolvimento,Senior,156141
Pesquisa e Desenvolvimento,Entry,42881
Pesquisa e Desenvolvimento,Mid,75187
Pesquisa e Desenvolvimento,Senior,150667
Pesquisa e Desenvolvimento,Entry,53923
Pesquisa e Desenvolvimento,Mid,77615
Pesquisa e Desenvolvimento,Senior,146191
Pesquisa e Desenvolvimento,Entry,46239
Pesquisa e Desenvolvimento,Mid,72960
Pesquisa e Desenvolvimento,Senior,138704
Pesquisa e Desenvolvimento,Entry,47472
Pesquisa e Desenvolvimento,Mid,68964
Pesquisa e Desenvolvimento,Senior,130868
Pesquisa e Desenvolvimento,Entry,41308
Pesquisa e Desenvolvimento,Mid,80405
Pesquisa e Desenvolvimento,Senior,142552
Pesquisa e Desenvolvimento,Entry,54437
Pesquisa e Desenvolvimento,Mid,71860
Pesquisa e Desenvolvimento,Senior,151666
Pesquisa e Desenvolvimento,Entry,54413
Pesquisa e Desenvolvimento,Mid,71928
Pesquisa e Desenvolvimento,Senior,111773
Pesquisa e Desenvolvimento,Entry,54884
Pesquisa e Desenvolvimento,Mid,82958
Pesquisa e Desenvolvimento,Senior,126110
Pesquisa e Desenvolvimento,Entry,43560
Pesquisa e Desenvolvimento,Mid,67804
Pesquisa e Desenvolvimento,Senior,147633
Pesquisa e Desenvolvimento,Entry,50865
Pesquisa e Desenvolvimento,Mid,76798
Pesquisa e Desenvolvimento,Senior,150035
Pesquisa e Desenvolvimento,Entry,52598
Pesquisa e Desenvolvimento,Mid,79960
Pesquisa e Desenvolvimento,Senior,158188
Pesquisa e Desenvolvimento,Entry,40252
Pesquisa e Desenvolvimento,Mid,75260
Pesquisa e Desenvolvimento,Senior,126296
Pesquisa e Desenvolvimento,Entry,46553
Pesquisa e Desenvolvimento,Mid,80555
Pesquisa e Desenvolvimento,Senior,159659
Pesquisa e Desenvolvimento,Entry,40659
Pesquisa e Desenvolvimento,Mid,70755
Pesquisa e Desenvolvimento,Senior,132086
Pesquisa e Desenvolvimento,Entry,47111
Pesquisa e Desenvolvimento,Mid,72749
Pesquisa e Desenvolvimento,Senior,124358
Pesquisa e Desenvolvimento,Entry,41127
Pesquisa e Desenvolvimento,Mid,74947
Pesquisa e Desenvolvimento,Senior,119714
Pesquisa e Desenvolvimento,Entry,44997
Pesquisa e Desenvolvimento,Mid,69652
Pesquisa e Desenvolvimento,Senior,145146
Pesquisa e Desenvolvimento,Entry,42901
Pesquisa e Desenvolvimento,Mid,80044
Pesquisa e Desenvolvimento,Senior,114927
Pesquisa e Desenvolvimento,Entry,45060
Pesquisa e Desenvolvimento,Mid,80719
Pesquisa e Desenvolvimento,Senior,167979
Pesquisa e Desenvolvimento,Entry,41688
Pesquisa e Desenvolvimento,Mid,68272
Pesquisa e Desenvolvimento,Senior,139461
Pesquisa e Desenvolvimento,Entry,55707
Pesquisa e Desenvolvimento,Mid,79869
Pesquisa e Desenvolvimento,Senior,127848
Farmacêutica,Entry,60355
Farmacêutica,Mid,76748
Farmacêutica,Senior,135866
Farmacêutica,Entry,60530
Farmacêutica,Mid,91310
Farmacêutica,Senior,176164
Farmacêutica,Entry,54157
Farmacêutica,Mid,83620
Farmacêutica,Senior,156334
Farmacêutica,Entry,47439
Farmacêutica,Mid,94180
Farmacêutica,Senior,133620
Farmacêutica,Entry,49967
Farmacêutica,Mid,80804
Farmacêutica,Senior,145328
Farmacêutica,Entry,50085
Farmacêutica,Mid,81997
Farmacêutica,Senior,172080
Farmacêutica,Entry,49304
Farmacêutica,Mid,76336
Farmacêutica,Senior,182328
Farmacêutica,Entry,51362
Farmacêutica,Mid,94381
Farmacêutica,Senior,126731
Farmacêutica,Entry,49762
Farmacêutica,Mid,84645
Farmacêutica,Senior,148047
Farmacêutica,Entry,54546
Farmacêutica,Mid,90456
Farmacêutica,Senior,134933
Farmacêutica,Entry,51775
Farmacêutica,Mid,79493
Farmacêutica,Senior,173346
Farmacêutica,Entry,46843
Farmacêutica,Mid,80285
Farmacêutica,Senior,136919
Farmacêutica,Entry,60038
Farmacêutica,Mid,80064
Farmacêutica,Senior,163305
Farmacêutica,Entry,55883
Farmacêutica,Mid,78833
Farmacêutica,Senior,141541
Farmacêutica,Entry,54002
Farmacêutica,Mid,91033
Farmacêutica,Senior,132781
Farmacêutica,Entry,49927
Farmacêutica,Mid,90230
Farmacêutica,Senior,129067
Farmacêutica,Entry,55708
Farmacêutica,Mid,88305
Farmacêutica,Senior,146743
Farmacêutica,Entry,62721
Farmacêutica,Mid,79008
Farmacêutica,Senior,179962
Farmacêutica,Entry,48152
Farmacêutica,Mid,79602
Farmacêutica,Senior,164935
Farmacêutica,Entry,55780
Farmacêutica,Mid,84685
Farmacêutica,Senior,133168
Farmacêutica,Entry,58535
Farmacêutica,Mid,78538
Farmacêutica,Senior,174208
Farmacêutica,Entry,45165
Farmacêutica,Mid,93983
Farmacêutica,Senior,137311
Farmacêutica,Entry,45432
Farmacêutica,Mid,84459
Farmacêutica,Senior,184946
Farmacêutica,Entry,48408
Farmacêutica,Mid,92734
Farmacêutica,Senior,184130
Farmacêutica,Entry,62122
Farmacêutica,Mid,91131
Farmacêutica,Senior,173151
Farmacêutica,Entry,60224
Farmacêutica,Mid,84848
Farmacêutica,Senior,136545
Farmacêutica,Entry,53668
Farmacêutica,Mid,86243
Farmacêutica,Senior,142928
Farmacêutica,Entry,49222
Farmacêutica,Mid,79433
Farmacêutica,Senior,160226
Farmacêutica,Entry,49360
Farmacêutica,Mid,87443
Farmacêutica,Senior,184058
Farmacêutica,Entry,49168
Farmacêutica,Mid,92074
Farmacêutica,Senior,136788
Farmacêutica,Entry,58512
Farmacêutica,Mid,88536
Farmacêutica,Senior,151971
Farmacêutica,Entry,58656
Farmacêutica,Mid,83676
Farmacêutica,Senior,186800
Farmacêutica,Entry,57191
Farmacêutica,Mid,81288
Farmacêutica,Senior,150512
Farmacêutica,Entry,48666
Farmacêutica,Mid,85420
Farmacêutica,Senior,158564
Farmacêutica,Entry,57279
Farmacêutica,Mid,78525
Farmacêutica,Senior,157011
Farmacêutica,Entry,59402
Farmacêutica,Mid,82647
Farmacêutica,Senior,135793
Farmacêutica,Entry,54238
Farmacêutica,Mid,76967
Farmacêutica,Senior,135664
Farmacêutica,Entry,58329
Farmacêutica,Mid,86955
Farmacêutica,Senior,163107
Farmacêutica,Entry,62961
Farmacêutica,Mid,78867
Farmacêutica,Senior,128970
Farmacêutica,Entry,62005
Farmacêutica,Mid,86346
Farmacêutica,Senior,188091
Farmacêutica,Entry,54256
Farmacêutica,Mid,88991
Farmacêutica,Senior,146261
Farmacêutica,Entry,54625
Farmacêutica,Mid,86389
Farmacêutica,Senior,133776
Farmacêutica,Entry,61188
Farmacêutica,Mid,83503
Farmacêutica,Senior,150558
Farmacêutica,Entry,60703
Farmacêutica,Mid,87828
Farmacêutica,Senior,176311
Farmacêutica,Entry,59969
Farmacêutica,Mid,83750
Farmacêutica,Senior,182085
Farmacêutica,Entry,47836
Farmacêutica,Mid,93283
Farmacêutica,Senior,171798
Farmacêutica,Entry,53572
Farmacêutica,Mid,80636
Farmacêutica,Senior,165308
Farmacêutica,Entry,57918
Farmacêutica,Mid,84410
Farmacêutica,Senior,186525
Farmacêutica,Entry,50498
Farmacêutica,Mid,80211
Farmacêutica,Senior,169482
Farmacêutica,Entry,47503
Farmacêutica,Mid,84060
Farmacêutica,Senior,171944
Farmacêutica,Entry,61472
Farmacêutica,Mid,76289
Farmacêutica,Senior,170449
Farmacêutica,Entry,49142
Farmacêutica,Mid,82588
Farmacêutica,Senior,165824
Farmacêutica,Entry,56549
Farmacêutica,Mid,78067
Farmacêutica,Senior,139371
Farmacêutica,Entry,53731
Farmacêutica,Mid,83728
Farmacêutica,Senior,145045
Farmacêutica,Entry,45546
Farmacêutica,Mid,86528
Farmacêutica,Senior,141196
Farmacêutica,Entry,56520
Farmacêutica,Mid,92753
Farmacêutica,Senior,123325
Farmacêutica,Entry,51270
Farmacêutica,Mid,94016
Farmacêutica,Senior,132230
Farmacêutica,Entry,51184
Farmacêutica,Mid,76795
Farmacêutica,Senior,141133
Farmacêutica,Entry,50466
Farmacêutica,Mid,79445
Farmacêutica,Senior,127758
Farmacêutica,Entry,45400
Farmacêutica,Mid,92929
Farmacêutica,Senior,154451
Farmacêutica,Entry,46038
Farmacêutica,Mid,92780
Farmacêutica,Senior,151538
Farmacêutica,Entry,50269
Farmacêutica,Mid,88551
Farmacêutica,Senior,143346
Farmacêutica,Entry,53959
Farmacêutica,Mid,77206
Farmacêutica,Senior,129144
Farmacêutica,Entry,52812
Farmacêutica,Mid,80818
Farmacêutica,Senior,154019
Farmacêutica,Entry,45996
Farmacêutica,Mid,90921
Farmacêutica,Senior,149604
Farmacêutica,Entry,62001
Farmacêutica,Mid,90404
Farmacêutica,Senior,154164
Farmacêutica,Entry,48203
Farmacêutica,Mid,82684
Farmacêutica,Senior,126172
Farmacêutica,Entry,47850
Farmacêutica,Mid,93095
Farmacêutica,Senior,171554
Farmacêutica,Entry,59585
Farmacêutica,Mid,84279
Farmacêutica,Senior,145230
Farmacêutica,Entry,52041
Farmacêutica,Mid,93326
Farmacêutica,Senior,122862
Farmacêutica,Entry,53850
Farmacêutica,Mid,82872
Farmacêutica,Senior,160739
Farmacêutica,Entry,50924
Farmacêutica,Mid,82951
Farmacêutica,Senior,169873
Farmacêutica,Entry,46285
Farmacêutica,Mid,83086
Farmacêutica,Senior,139382
Farmacêutica,Entry,49617
Farmacêutica,Mid,77199
Farmacêutica,Senior,139939
Farmacêutica,Entry,61731
Farmacêutica,Mid,81015
Farmacêutica,Senior,143686
Farmacêutica,Entry,50076
Farmacêutica,Mid,86629
Farmacêutica,Senior,186821
Farmacêutica,Entry,56186
Farmacêutica,Mid,93385
Farmacêutica,Senior,133674
Farmacêutica,Entry,47713
Farmacêutica,Mid,83136
Farmacêutica,Senior,148911
Farmacêutica,Entry,60764
Farmacêutica,Mid,86318
Farmacêutica,Senior,153442
Farmacêutica,Entry,48138
Farmacêutica,Mid,90518
Farmacêutica,Senior,176671
Farmacêutica,Entry,53950
Farmacêutica,Mid,77982
Farmacêutica,Senior,130956
Farmacêutica,Entry,48188
Farmacêutica,Mid,91015
Farmacêutica,Senior,180604
Farmacêutica,Entry,56564
Farmacêutica,Mid,76484
Farmacêutica,Senior,150448
Farmacêutica,Entry,53706
Farmacêutica,Mid,82320
Farmacêutica,Senior,158379
Farmacêutica,Entry,59760
Farmacêutica,Mid,85821
Farmacêutica,Senior,177618
Farmacêutica,Entry,60919
Farmacêutica,Mid,81754
Farmacêutica,Senior,155880
Farmacêutica,Entry,45364
Farmacêutica,Mid,78424
Farmacêutica,Senior,177164
Farmacêutica,Entry,49197
Farmacêutica,Mid,82246
Farmacêutica,Senior,184080
Farmacêutica,Entry,48990
Farmacêutica,Mid,83979
Farmacêutica,Senior,164559
Farmacêutica,Entry,51177
Farmacêutica,Mid,87452
Farmacêutica,Senior,131744
Farmacêutica,Entry,54056
Farmacêutica,Mid,76536
Farmacêutica,Senior,166150
Farmacêutica,Entry,54667
Farmacêutica,Mid,88014
Farmacêutica,Senior,123631
Farmacêutica,Entry,49680
Farmacêutica,Mid,83108
Farmacêutica,Senior,140607
Farmacêutica,Entry,48240
Farmacêutica,Mid,88475
Farmacêutica,Senior,125702
Farmacêutica,Entry,61526
Farmacêutica,Mid,83975
Farmacêutica,Senior,170648
Farmacêutica,Entry,56201
Farmacêutica,Mid,87867
Farmacêutica,Senior,151714
Farmacêutica,Entry,62057
Farmacêutica,Mid,76968
Farmacêutica,Senior,155815
Farmacêutica,Entry,55837
Farmacêutica,Mid,91351
Farmacêutica,Senior,172806
Farmacêutica,Entry,54686
Farmacêutica,Mid,76991
Farmacêutica,Senior,148340
Farmacêutica,Entry,50615
Farmacêutica,Mid,83136
Farmacêutica,Senior,170202
Automotivo,Entry,42202
Automotivo,Mid,69847
Automotivo,Senior,127185
Automotivo,Entry,35143
Automotivo,Mid,73025
Automotivo,Senior,97233
Automotivo,Entry,40776
Automotivo,Mid,66488
Automotivo,Senior,98162
Automotivo,Entry,44484
Automotivo,Mid,71154
Automotivo,Senior,144729
Automotivo,Entry,47793
Automotivo,Mid,63332
Automotivo,Senior,138186
Automotivo,Entry,37610
Automotivo,Mid,70317
Automotivo,Senior,128498
Automotivo,Entry,36889
Automotivo,Mid,69337
Automotivo,Senior,117653
Automotivo,Entry,40242
Automotivo,Mid,69317
Automotivo,Senior,132841
Automotivo,Entry,36951
Automotivo,Mid,62969
Automotivo,Senior,98936
Automotivo,Entry,47414
Automotivo,Mid,72152
Automotivo,Senior,107836
Automotivo,Entry,36456
Automotivo,Mid,66718
Automotivo,Senior,99628
Automotivo,Entry,42888
Automotivo,Mid,71403
Automotivo,Senior,137234
Automotivo,Entry,35713
Automotivo,Mid,70400
Automotivo,Senior,137514
Automotivo,Entry,46411
Automotivo,Mid,61553
Automotivo,Senior,145573
Automotivo,Entry,35872
Automotivo,Mid,68642
Automotivo,Senior,145566
Automotivo,Entry,42657
Automotivo,Mid,70499
Automotivo,Senior,123568
Automotivo,Entry,44925
Automotivo,Mid,70587
Automotivo,Senior,131642
Automotivo,Entry,45370
Automotivo,Mid,62523
Automotivo,Senior,104661
Automotivo,Entry,40277
Automotivo,Mid,72332
Automotivo,Senior,125041
Automotivo,Entry,40741
Automotivo,Mid,67862
Automotivo,Senior,111545
Automotivo,Entry,44014
Automotivo,Mid,72448
Automotivo,Senior,131335
Automotivo,Entry,42184
Automotivo,Mid,64841
Automotivo,Senior,140798
Automotivo,Entry,45213
Automotivo,Mid,70151
Automotivo,Senior,131259
Automotivo,Entry,37605
Automotivo,Mid,69192
Automotivo,Senior,97055
Automotivo,Entry,35220
Automotivo,Mid,63879
Automotivo,Senior,128548
Automotivo,Entry,35113
Automotivo,Mid,70435
Automotivo,Senior,107956
Automotivo,Entry,43610
Automotivo,Mid,68792
Automotivo,Senior,112698
Automotivo,Entry,38567
Automotivo,Mid,71480
Automotivo,Senior,128244
Automotivo,Entry,38000
Automotivo,Mid,71067
Automotivo,Senior,102596
Automotivo,Entry,38181
Automotivo,Mid,62337
Automotivo,Senior,126647
Automotivo,Entry,37567
Automotivo,Mid,61378
Automotivo,Senior,128724
Automotivo,Entry,41456
Automotivo,Mid,66993
Automotivo,Senior,138978
Automotivo,Entry,43291
Automotivo,Mid,71101
Automotivo,Senior,102203
Automotivo,Entry,40153
Automotivo,Mid,63370
Automotivo,Senior,107513
Automotivo,Entry,43571
Automotivo,Mid,70576
Automotivo,Senior,128729
Automotivo,Entry,47871
Automotivo,Mid,66695
Automotivo,Senior,133195
Automotivo,Entry,39757
Automotivo,Mid,60273
Automotivo,Senior,139898
Automotivo,Entry,37968
Automotivo,Mid,70961
Automotivo,Senior,129762
Automotivo,Entry,37682
Automotivo,Mid,70294
Automotivo,Senior,113004
Automotivo,Entry,38407
Automotivo,Mid,63391
Automotivo,Senior,121406
Automotivo,Entry,41207
Automotivo,Mid,59329
Automotivo,Senior,109450
Automotivo,Entry,35023
Automotivo,Mid,65946
Automotivo,Senior,145621
Automotivo,Entry,45459
Automotivo,Mid,58824
Automotivo,Senior,123025
Automotivo,Entry,39403
Automotivo,Mid,66413
Automotivo,Senior,124599
Automotivo,Entry,36674
Automotivo,Mid,72226
Automotivo,Senior,122607
Automotivo,Entry,47314
Automotivo,Mid,63855
Automotivo,Senior,141638
Automotivo,Entry,36111
Automotivo,Mid,64990
Automotivo,Senior,110306
Automotivo,Entry,38302
Automotivo,Mid,58861
Automotivo,Senior,132556
Automotivo,Entry,41931
Automotivo,Mid,63775
Automotivo,Senior,104195
Automotivo,Entry,48438
Automotivo,Mid,66827
Automotivo,Senior,103703
Automotivo,Entry,40271
Automotivo,Mid,69412
Automotivo,Senior,106046
Automotivo,Entry,41606
Automotivo,Mid,67181
Automotivo,Senior,97292
Automotivo,Entry,43691
Automotivo,Mid,62818
Automotivo,Senior,120846
Automotivo,Entry,44298
Automotivo,Mid,69382
Automotivo,Senior,117594
Automotivo,Entry,38730
Automotivo,Mid,60879
Automotivo,Senior,108287
Automotivo,Entry,41363
Automotivo,Mid,65792
Automotivo,Senior,120697
Automotivo,Entry,41835
Automotivo,Mid,67200
Automotivo,Senior,131939
Automotivo,Entry,42487
Automotivo,Mid,59517
Automotivo,Senior,140468
Automotivo,Entry,39733
Automotivo,Mid,67476
Automotivo,Senior,122469
Automotivo,Entry,42704
Automotivo,Mid,59693
Automotivo,Senior,146630
Automotivo,Entry,39277
Automotivo,Mid,70720
Automotivo,Senior,111214
Automotivo,Entry,48141
Automotivo,Mid,59962
Automotivo,Senior,105160
Automotivo,Entry,41100
Automotivo,Mid,71029
Automotivo,Senior,136093
Automotivo,Entry,48381
Automotivo,Mid,73043
Automotivo,Senior,129138
Automotivo,Entry,40816
Automotivo,Mid,73163
Automotivo,Senior,112463
Automotivo,Entry,40752
Automotivo,Mid,64982
Automotivo,Senior,109295
Automotivo,Entry,45879
Automotivo,Mid,71524
Automotivo,Senior,141054
Automotivo,Entry,47688
Automotivo,Mid,73202
Automotivo,Senior,119264
Automotivo,Entry,37994
Automotivo,Mid,65763
Automotivo,Senior,122296
Automotivo,Entry,41605
Automotivo,Mid,71023
Automotivo,Senior,136756
Automotivo,Entry,45194
Automotivo,Mid,64880
Automotivo,Senior,125770
Automotivo,Entry,41882
Automotivo,Mid,62552
Automotivo,Senior,96875
Automotivo,Entry,43131
Automotivo,Mid,58803
Automotivo,Senior,135274
Automotivo,Entry,40436
Automotivo,Mid,66875
Automotivo,Senior,101582
Automotivo,Entry,47112
Automotivo,Mid,73015
Automotivo,Senior,123629
Automotivo,Entry,46752
Automotivo,Mid,65832
Automotivo,Senior,108461
Automotivo,Entry,40394
Automotivo,Mid,61733
Automotivo,Senior,130908
Automotivo,Entry,38935
Automotivo,Mid,69443
Automotivo,Senior,129268
Automotivo,Entry,40007
Automotivo,Mid,64412
