income,filing_status,state,compliance_score,deductions,tax_paid,refund_claimed,is_fraudulent
129842.47,Married Filing Separately,AP,76.65,34972.9,43949.03,16484.33,0
162167.25,Married Filing Jointly,DF,67.24,22971.08,14349.15,9208.54,0
45820.35,Single,AL,88.57,33317.64,4738.87,1123.87,0
14292.12,Married Filing Separately,AC,96.34,3811.23,1307.51,2195.83,0
38409.15,Married Filing Separately,PE,87.39,7605.73,14389.32,5127.76,0
71593.71,Married Filing Separately,RR,96.32,25427.22,19253.11,2717.52,0
87486.62,Married Filing Jointly,RR,72.82,16020.66,5043.213761680257,20986.43,0
93694.03,Single,MG,74.3,23901.26,9586.97,6175.76,0
59115.66,Married Filing Separately,AM,91.78,20204.67,11117.28,2137.16,0
80708.87,Head of Household,ES,84.51,11343.75,9287.84,19774.99,0
17221.6,Married Filing Jointly,RS,81.81,3035.88,1080.44,1.33,0
53562.47,Head of Household,AL,96.26,16698.94,3793.44,505.03,0
66452.36,Married Filing Jointly,AC,75.59,16686.98,12562.7,5584.96,0
23632.38,Married Filing Separately,GO,83.69,5155.77,21328.31,5582.34,0
86180.0,Head of Household,SP,82.81,70763.47,14838.46,8830.69,0
111211.62,Head of Household,MA,73.47,31256.6,34760.07,6832.18,0
61597.85,Single,RN,80.1,8016.22,13705.07,24530.78,0
124767.44,Married Filing Separately,GO,84.68,31554.69,44852.12,13987.44,0
94959.87,Married Filing Separately,TO,97.09,36107.46,22346.13,2527.28,0
81156.41,Head of Household,AC,82.08,26087.57,16834.26,19708.69,0
239965.23,Married Filing Jointly,PB,33.89176791998178,78560.54,81591.47,129432.95550905245,1
208707.91,Married Filing Separately,PB,61.23,63146.13,61686.76,7007.97,0
48012.14,Married Filing Separately,PI,87.1,1828.78,6043.24,14954.87,0
92855.92,Married Filing Jointly,TO,78.89,15529.64,42596.09,22820.12,0
23035.98,Head of Household,SC,96.09,2416.42,1518.09,767.8,0
82403.69,Married Filing Jointly,PR,86.89,24943.36,25895.29,12360.1,0
185076.37,Married Filing Jointly,RO,83.38,48960.34,66785.36,15884.84,0
122969.92,Married Filing Jointly,GO,86.56,42693.54,29465.8,1496.84,0
88693.68,Single,BA,91.36,83070.17975822407,18522.42,7991.3,0
58458.21,Single,CE,91.03,9104.78,3199.645254698524,13855.85,0
67628.27,Married Filing Jointly,PR,82.49,18254.88,17154.32,1271.34,0
14774.97811555551,Married Filing Jointly,SP,31.250346576399455,9439.581917070907,4877.71,4908.15,1
114819.7,Married Filing Separately,TO,82.35,10745.93,27112.33,2278.8,0
57931.1,Married Filing Separately,SP,65.41,28710.42,20008.74,2916.75,0
57728.44,Single,PI,81.61,5227.77,11485.75,3502.58,0
22311.7,Head of Household,SE,55.23,1899.07,2525.82,0.41,0
40551.36,Married Filing Separately,PE,56.25,5033.12,13570.34,7754.56,0
64417.51,Single,RN,92.76,26908.41,29068.66,6362.65,0
65810.35,Married Filing Separately,AC,88.23,35807.32,41470.15,2215.65,0
57679.47,Single,BA,68.87,29439.73,17830.81,1438.38,0
85767.09,Married Filing Jointly,MT,72.39,18379.27,24109.1,143.24,0
18656.32,Married Filing Jointly,PE,81.28,23024.19,1506.39,1464.37,0
56012.35,Single,TO,91.9,9924.4,15143.23,8043.98,0
12322.55,Head of Household,SP,91.55,482.24,512.72,20392.56,0
22377.6,Married Filing Separately,RN,91.95,15603.52,3492.34,115.74,0
143774.72,Head of Household,RN,81.82,14843.53,41472.05,7793.21,0
36812.52,Married Filing Jointly,MS,82.75,4180.69,2150.36,22189.17,0
167773.27,Head of Household,RO,96.87,44621.76,33564.35,6234.69,0
21830.32,Head of Household,SC,77.25,22664.99,18181.77,21078.71,0
240023.81,Married Filing Jointly,MS,72.23,63910.77,68061.43,15906.8,0
180929.93,Head of Household,GO,92.01,68474.56,65527.82,7937.6,0
33451.21,Married Filing Jointly,RN,78.18,13512.23,10937.26,610.4,0
139046.42,Head of Household,AP,76.36,39901.73,47455.5,2512.94,0
45138.12,Married Filing Jointly,ES,68.75,4703.06,7769.44,8461.3,0
42813.1,Married Filing Separately,AP,76.92,21964.52,8549.54,223.32,0
159984.91,Single,AL,81.83,35529.48,66037.22,856.03,0
21824.57,Married Filing Jointly,RS,85.11,7321.73,1673.47,4240.41,0
30589.93,Single,AP,69.75,1344.86,4085.09,819.3,0
118836.74,Married Filing Separately,RS,83.68,23487.39,57303.95,7945.03,0
124466.61,Married Filing Separately,AL,89.19,30562.62,34829.59,6782.09,0
12116.86,Single,PI,95.27,4623.78,1995.5,17518.63,0
25731.55,Married Filing Jointly,MS,81.12,22411.0,9034.5,5593.87,0
12901.19,Single,PA,94.9,271.08,635.76,1716.1,0
23465.52,Married Filing Jointly,PA,94.28,15608.35,2176.44,6058.85,0
31242.28,Single,MT,33.78,7646.71,14115.28,2439.23,0
91756.13,Single,AC,72.62,16434.55,26270.45,2740.45,0
53437.41,Head of Household,RN,89.69,11813.78,14051.54,4819.61,0
92993.53,Head of Household,MG,78.96,40039.53,13204.95,283.45,0
113837.44,Married Filing Jointly,RR,88.41,28005.11,54917.0,1118.64,0
79363.43,Married Filing Jointly,PA,76.17,10277.1,17262.4,646.42,0
36841.94,Head of Household,RS,95.18,4508.57,14194.14,13408.23,0
67364.25,Single,PI,84.73,38108.72,14681.61,19061.59,0
84908.28,Single,MT,88.87,28738.14,26363.14,4903.94,0
26534.48,Married Filing Jointly,RJ,89.24,6172.49,7807.7,4673.29,0
13812.75,Single,SC,47.115161445575154,3248.48,772.07,949.1808643096587,1
60980.3,Single,PA,71.63,18848.41,15651.09,6819.05,0
17193.44,Married Filing Separately,PE,80.53,4874.42,2443.53,5322.75,0
88013.93,Married Filing Separately,DF,56.95,16259.27,14938.87,4401.91,0
111488.48,Head of Household,RO,97.24,36039.63,19759.36,24429.9,0
32972.02,Head of Household,PR,86.79,8163.82,8403.02,6919.91,0
60383.69,Head of Household,RR,84.93,16916.76,6912.6,6376.54,0
51148.15,Married Filing Separately,AC,72.38,10845.5,15800.91,2428.26,0
63975.25,Married Filing Separately,AC,83.08,4782.44,19530.39,5180.88,0
20069.46,Married Filing Separately,RJ,73.03,6358.73,7054.16,5472.22,0
80698.1,Married Filing Separately,AL,94.07,26413.11,25745.08,16645.27,0
59892.35,Head of Household,PB,78.89,5600.61,23610.13,3411.72,0
50569.61,Head of Household,MA,55.07,11903.24,13425.95,151.82,0
55207.39,Head of Household,RJ,76.82,16986.11,20008.79,2669.21,0
92008.63,Married Filing Separately,TO,94.57,88073.74,36414.89,9693.71,0
210483.87,Head of Household,ES,76.55,24063.96,61443.21,308.71,0
107884.1,Married Filing Separately,RO,97.2,11992.23,16162.06,8701.83,0
44247.52,Married Filing Separately,PE,97.5,15059.69,15344.68,4776.13,0
185072.45,Single,RN,73.32,41477.51,73620.59,9305.76,0
43170.32,Single,MA,93.41,11935.85,8987.8,308.39,0
44150.39,Head of Household,PI,91.05,6948.74,7858.65,9538.32,0
41388.66,Married Filing Jointly,RR,85.61,19392.29,4610.7,2.12,0
60374.82,Married Filing Jointly,RJ,55.00927206229469,69224.72,16709.16,20786.984650481696,1
118506.75,Married Filing Jointly,AL,83.5,29358.66,23571.04,459.73,0
82570.88,Married Filing Jointly,CE,91.38,12152.67,23535.16,443.1,0
66359.26,Head of Household,TO,94.11,17167.45,16557.38,3141.82,0
84709.43,Married Filing Separately,RJ,79.65,7252.93,17860.24,2980.74,0
25292.63,Single,BA,83.97,7432.28,860.85,1601.77,0
21994.45,Married Filing Separately,BA,75.79,1578.9,3592.8,4550.63,0
90478.09,Head of Household,PR,78.67,15490.67,26108.23,874.52,0
49180.38,Single,SE,79.03,2654.97,6418.36,286.47,0
125112.86,Single,BA,67.04,52755.58,61860.61,1137.05,0
28186.17,Single,PB,83.92,22430.12,618.46,3329.78,0
80234.54,Married Filing Separately,RS,80.1,9229.78,29639.58,5260.87,0
236752.63,Head of Household,MA,81.92,55616.32,62760.88,13153.44,0
48658.95,Head of Household,RS,95.55,5291.04,1446.37,1282.36,0
79660.94,Head of Household,SC,92.05,8835.63,16312.67,1955.77,0
54017.53,Married Filing Separately,SE,52.09,38688.96,19831.99,3513.72,0
89468.89,Married Filing Jointly,MT,89.41,15999.92,7152.34,1209.01,0
22608.07,Head of Household,PR,86.81,579.71,2839.01,14.16,0
74388.57,Married Filing Jointly,SE,92.34,4414.54,50607.7,10126.18,0
41336.53,Single,SP,94.06,3680.3,8195.92,25316.66,0
67654.76,Single,RJ,79.5,16890.52,37433.89,29623.0,0
91967.27,Married Filing Jointly,MA,85.64,8460.45,15088.55,4917.77,0
63670.36,Single,SP,70.13,29442.06,16304.94,1116.6,0
116801.5,Head of Household,SP,82.64,131530.38,38967.79,32416.01,0
169350.84,Head of Household,SC,81.75,23770.56,61833.22,7259.51,0
94737.12,Married Filing Jointly,ES,66.03,45940.09,27004.52,4615.45,0
113266.89,Head of Household,AL,77.71,29281.21,35653.12,11331.18,0
73056.75,Married Filing Separately,RN,81.34,1124.23,26865.21,10.72,0
128530.98,Head of Household,AP,90.18,17638.57,35124.58,17083.98,0
78267.98,Head of Household,RS,98.78,3642.17,11509.45,33415.38,0
39263.93,Single,AP,67.52,7981.46,15294.5,9530.8,0
35592.7,Head of Household,RR,70.89,13810.12,2583.17,7308.69,0
44339.07,Single,TO,71.14,2508.63,4702.91,427.39,0
144744.5,Single,PA,82.38,20178.98,36863.24,2765.73,0
30273.34,Single,MS,66.58,1123.15,11212.95,495.5,0
61762.67,Head of Household,MS,85.94,2547.64,14160.98,8557.15,0
261058.96,Married Filing Separately,PB,89.64,85816.53,56406.03,1152.98,0
31578.32,Married Filing Jointly,RR,40.80771675580838,24497.618646270246,1520.28,199.07,1
315551.85,Single,SE,89.99,155931.53,69942.55,23348.03,0
278420.7402328548,Married Filing Separately,MG,84.96,13843.01,3532.64,1638.46,0
60337.56,Head of Household,RN,75.29,1490.64,8958.38,3322.54,0
28329.42,Married Filing Separately,MT,83.75,1766.31,2009.47,7117.46,0
36454.91,Single,PB,87.16,15628.21,6499.27,11327.13,0
162987.89,Married Filing Separately,SC,87.06,55603.09,74116.07,2639.56,0
119134.87,Married Filing Separately,AP,85.27,30080.23,41005.92,1647.18,0
126288.95,Single,PA,73.33,26611.31,49577.34,2796.22,0
163050.83,Head of Household,RO,93.5,13327.84,66978.13,12374.09,0
143129.25,Head of Household,MG,79.08,64950.13,17633.84,5017.0,0
40037.15,Head of Household,RN,94.08,2706.21,13885.07,1857.94,0
35627.92,Married Filing Separately,SP,87.63,33686.77,22628.02,260.47,0
18882.99,Married Filing Separately,PI,89.19,4979.87,1192.18,2461.54,0
51667.08,Married Filing Jointly,RJ,85.59,21426.96,15289.27,12871.5,0
161724.81,Married Filing Jointly,CE,49.76,38825.34,44631.92,16680.97,0
33134.41,Married Filing Separately,RJ,77.34,11848.7,7570.8,6707.7,0
137104.49,Head of Household,AL,72.02,7083.67,20222.78,3213.41,0
78864.47,Married Filing Jointly,RN,87.44,13141.1,8809.07,22735.32,0
69407.39,Married Filing Jointly,DF,68.98,24503.74,21339.46,301.48,0
124498.63,Single,AM,84.67,18174.05,12936.4,2318.24,0
45361.82,Married Filing Separately,SC,79.77,12907.57,19487.95,19256.36,0
66062.09,Head of Household,DF,92.86,30496.86,35720.91,16230.17,0
14920.33,Married Filing Separately,MS,76.51,7440.53,3766.3,7546.88,0
68630.91,Married Filing Jointly,RJ,88.4,35025.79,11006.83,3849.18,0
50025.58,Married Filing Separately,PE,49.58,12934.45,18230.55,2282.54,0
223286.64,Married Filing Jointly,CE,66.61,54542.82,60574.86,2891.47,0
33831.13,Married Filing Separately,ES,75.92,10904.56,3822.7,1209.91,0
145395.66,Head of Household,RO,89.54,22370.24,57929.65,1001.31,0
119319.07,Married Filing Separately,ES,93.26,9680.21,50883.9,33686.39,0
52325.4,Head of Household,SE,53.98,32318.13,33233.8,3652.55,0
40257.75,Single,ES,92.29,14005.09,1898.53,6995.63,0
18903.32,Head of Household,AC,77.08,382.36,7269.27,19979.84,0
66433.06,Single,PB,89.6,11675.82,17285.26,8561.32,0
20561.96,Married Filing Jointly,PA,95.23,3907.34,9548.38,699.51,0
185466.7,Head of Household,RO,63.2,40962.91,58502.56,13711.05,0
128067.88,Head of Household,AM,80.33,15438.42,32647.87,11673.64,0
73424.8,Head of Household,SE,88.01,58909.79,12227.91,792.73,0
50278.46,Head of Household,SP,67.17,5549.49,19426.07,8291.64,0
162882.46,Head of Household,RJ,96.64,42384.45,17506.53,8204.93,0
33079.38,Married Filing Jointly,MS,88.3,1272.51,1269.96,12588.92,0
11131.08,Married Filing Jointly,SC,51.62,5329.82,2438.78,3183.56,0
46295.49,Married Filing Jointly,RR,73.94,1883.55,12285.43,22809.35,0
91088.84,Head of Household,RO,66.09,12482.73,23444.21,9886.02,0
56423.23,Head of Household,MS,56.943833025304755,39640.67381497172,7919.1,8625.86,1
46801.89,Married Filing Separately,MA,74.73,10472.08,4211.37,5816.67,0
37746.41,Head of Household,DF,89.0,13678.69,9353.91,11800.93,0
239125.05156369973,Married Filing Jointly,RN,84.43,1666.07,1031.12,7114.6,0
64366.59,Married Filing Separately,SE,72.43398086060543,52230.75590017299,21596.54,30318.6,1
51100.12,Single,RS,84.63,13641.67,5662.23,272.28,0
189404.24,Married Filing Jointly,RN,85.37,23899.58,49950.31,287.09,0
58874.44,Single,MS,74.85,5098.64,36121.6,539.44,0
34962.223277437726,Head of Household,RS,38.51666715746071,26046.668833866504,6426.4,3148.35,1
74836.94,Married Filing Jointly,AP,76.73,24888.88,13140.87,3133.11,0
38563.64,Head of Household,AP,86.06,3804.34,13307.89,9360.4,0
129277.02,Married Filing Separately,SP,66.23,32849.81,56185.07,18399.04,0
104445.93,Single,GO,76.08,15009.02,6948.42,455.71,0
135008.42,Head of Household,DF,92.98,40252.29,21710.71,14402.43,0
59002.93,Single,MS,88.4,29127.16,15148.61,675.18,0
61796.2,Married Filing Separately,RS,96.99,11512.67,19146.67,8518.56,0
44600.39,Head of Household,RO,76.83,17476.62,8842.35,746.55,0
70858.04,Married Filing Separately,PE,73.64,8538.23,27651.25,24925.13,0
87982.34,Married Filing Separately,PB,86.89,49292.61,22774.9,4014.05,0
9905.39,Married Filing Separately,RS,65.04,1169.75,1021.78,2543.06,0
239568.59,Married Filing Separately,PB,83.88,25689.45,78583.19,16961.45,0
92374.11,Head of Household,DF,92.86,31232.57,24853.4,6249.15,0
23265.25,Married Filing Jointly,RR,95.02,12656.28,13679.33,24670.58,0
47233.09,Single,MA,41.67,17139.81,14301.19,5549.3,0
30147.18,Single,PE,92.83,786.21,7239.11,7147.8,0
47465.49,Married Filing Jointly,DF,62.17,8566.72,18253.93,4181.36,0
52293.11,Married Filing Separately,SP,56.64,3266.45,10634.82,243.28,0
64693.86,Married Filing Separately,PI,82.1,3460.36,14615.81,707.25,0
97528.53,Married Filing Separately,MS,59.49673493483697,82781.28289099173,55808.76,1901.82,1
67936.25,Head of Household,ES,78.13,7028.24,54970.55,7949.33,0
19057.04,Married Filing Separately,PA,98.62,466.72,6274.32,1751.37,0
120962.03,Head of Household,SP,78.65,48549.3,45392.56,19617.38,0
49382.2,Married Filing Separately,PB,90.54,9459.6,7749.32,8440.63,0
178575.58,Head of Household,SE,63.97,51678.29,113003.48,215.92,0
48352.88,Married Filing Separately,RR,78.21,38658.1,9643.38,223.18,0
104304.16,Married Filing Jointly,GO,96.21,32570.74,28953.6,1772.37,0
67971.95,Single,BA,90.35,23740.37,5669.94,6.34,0
31019.07,Married Filing Jointly,RO,91.12,1406.66,1788.78,89.56,0
34209.28,Married Filing Jointly,SE,93.31,10292.48,4319.83,95.2,0
34444.02,Married Filing Jointly,DF,81.55,1296.39,10026.87,582.27,0
17688.96,Married Filing Jointly,AL,70.0,6127.8,5132.07,9565.35,0
17308.005528738428,Married Filing Jointly,ES,34.67363790950052,10455.22591072219,4323.32,1184.52,1
147669.94,Married Filing Separately,RN,88.43,48843.73,33114.1,10085.65,0
56596.48,Single,SC,76.94,7630.61,8882.38,7820.64,0
49134.38,Married Filing Jointly,MT,95.09,11755.23,6908.1,2509.1,0
175147.87,Single,MT,85.3,63349.36,52747.31,33449.62,0
63187.35,Married Filing Jointly,CE,72.49,13454.46,4693.73,163.22,0
93463.61,Married Filing Jointly,DF,81.2,20031.88,4327.95,4522.27,0
50738.51,Head of Household,PR,94.86,1069.35,9534.12,4142.53,0
18206.39,Married Filing Separately,PE,89.01,726.73,5573.05,6132.04,0
105647.19,Married Filing Separately,GO,71.62,4994.7,27907.1,812.3,0
27838.31,Married Filing Separately,SC,61.74,12201.12,8766.37,13589.8,0
372125.53,Married Filing Jointly,SP,90.12,99305.58,95967.95,10318.71,0
375450.41,Head of Household,BA,85.8,96179.9,88454.08,22315.98,0
86761.41,Married Filing Jointly,PI,64.33,13043.1,43056.91,25135.06,0
10998.54,Married Filing Separately,PB,55.78,1086.54,2233.71,2448.67,0
102029.26,Single,MS,83.85,48927.35,26905.02,14100.04,0
31341.59,Single,AL,80.31,6096.93,10399.54,3399.66,0
